Title,Artist,ConstituentID,Nationality,Gender,Date,Classification,Department,ObjectID,URL,ThumbnailURL
Boxing Gym,Frederick Wiseman,34062,American,Male,2010,Video,Film,186650,http://www.moma.org/collection/works/186650,
Crazy Horse,Frederick Wiseman,34062,American,Male,2011,Video,Film,186651,http://www.moma.org/collection/works/186651,
At Berkeley,Frederick Wiseman,34062,American,Male,2013,Video,Film,186652,http://www.moma.org/collection/works/186652,
National Gallery,Frederick Wiseman,34062,American,Male,2014,Video,Film,186653,http://www.moma.org/collection/works/186653,
Movement I: DEF/ACHE/CRYSTALLINE/SLEEVE,Kevin Beasley,46581,American,Male,2013,Installation,Media and Performance,186658,http://www.moma.org/collection/works/186658,http://www.moma.org/media/W1siZiIsIjMxNjc2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8c0809586e7a33a6
"24 Stunden, Galerie Parnass, Wuppertal, Germany, June 5, 1965",Nam June Paik,4469,American,Male,1965,Photograph,Drawings & Prints,186668,,
"Jajouka, quelque chose de bon vient vers toi (Jajouka, Something Good Comes to You)",Eric Hurtado,46831,French,Male,2012,Video,Film,186688,http://www.moma.org/collection/works/186688,http://www.moma.org/media/W1siZiIsIjMyMzE2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f60c7c3781303596
"Jajouka, quelque chose de bon vient vers toi (Jajouka, Something Good Comes to You)",Marc Hurtado,46832,French,Male,2012,Video,Film,186688,http://www.moma.org/collection/works/186688,http://www.moma.org/media/W1siZiIsIjMyMzE2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f60c7c3781303596
Unused plate for Couinque,Jean Dubuffet,1633,French,Male,1962,Print,Drawings & Prints,186689,http://www.moma.org/collection/works/186689,http://www.moma.org/media/W1siZiIsIjE4MDExNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8d89f5d739397287
Bodies of Women (Corps de dames),Jean Dubuffet,1633,French,Male,1950,Print,Drawings & Prints,186733,http://www.moma.org/collection/works/186733,http://www.moma.org/media/W1siZiIsIjIyNDM0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f806d52889daeb59
Your Day is My Night,Lynne Sachs,41476,American,Female,2013,Video,Film,186749,http://www.moma.org/collection/works/186749,http://www.moma.org/media/W1siZiIsIjMwNjUzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37ca1db00451348f
Sam and Richard,Alice Neel,4253,American,Female,1940,Drawing,Drawings & Prints,186770,http://www.moma.org/collection/works/186770,http://www.moma.org/media/W1siZiIsIjMxNTEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8499b5e4a0c6abb7
A Child’s Introduction to the Wonders of Space,Rachel Reichman,46849,American,Female,1979,Film,Film,186782,http://www.moma.org/collection/works/186782,http://www.moma.org/media/W1siZiIsIjM0MjQ4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee1876810c7d41b9
"Congresso Nacional, Brasília DF, Brazil",Leonardo Finotti,45542,Brazilian,Male,2007,Architecture,Architecture & Design,186824,http://www.moma.org/collection/works/186824,http://www.moma.org/media/W1siZiIsIjM4MTk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d63643f6568536f
"Congresso Nacional, Brasília DF, Brazil",Oscar Niemeyer,8103,Brazilian,Male,2007,Architecture,Architecture & Design,186824,http://www.moma.org/collection/works/186824,http://www.moma.org/media/W1siZiIsIjM4MTk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d63643f6568536f
El fascismo. 5a. Conferencia. El fascismo español. Orador: Lic. Mario Sousa. Miércoles 10 de mayo. Palacio de Bellas Artes... Liga Pro Cultura Alemana en México,Isidoro Ocampo,4370,Mexican,Male,1939,Print,Drawings & Prints,186954,,
El fascismo. 7a. Conferencia: El fascismo japonés. Orador: Daniel Cosío Villegas. Viernes 9 de junio. Palacio de Bellas Artes... Liga Pro Cultura Alemana en México,Isidoro Ocampo,4370,Mexican,Male,1939,Print,Drawings & Prints,186955,,
Gemini (The Zodiac Behind Glass Series),George Herms,46895,American,Male,1965,Sculpture,Painting & Sculpture,186956,http://www.moma.org/collection/works/186956,http://www.moma.org/media/W1siZiIsIjMyMTg5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9fc39ce739f6901c
Sky Backdrop,Alex Israel,46896,American,Male,2013,Painting,Painting & Sculpture,186957,http://www.moma.org/collection/works/186957,http://www.moma.org/media/W1siZiIsIjMwNjU1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d2673f09d6774656
In the Dream (Dans le rêve),Odilon Redon,4840,French,Male,1879,Print,Drawings & Prints,187003,http://www.moma.org/collection/works/187003,http://www.moma.org/media/W1siZiIsIjMyMDQyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=46e766a90dc5f94f
"Kempner House, Charlottenburg, Berlin, Germany",Ludwig Mies van der Rohe,7166,American,Male,1922,Mies van der Rohe Archive,Architecture & Design,187049,,
"Feldmann House, Wilemsdorf, Berlin, Germany (Basement doors. Elevations and sections.)",Ludwig Mies van der Rohe,7166,American,Male,1922,Mies van der Rohe Archive,Architecture & Design,187068,,
"Mosler House, Neubabelsberg, Germany (Bathroom windows. Detail section.)",Ludwig Mies van der Rohe,7166,American,Male,1924,Mies van der Rohe Archive,Architecture & Design,187069,,
La nueva novella,Juan Luis Martinez,45651,Chilean,Male,1985,Illustrated Book,Drawings & Prints,187093,http://www.moma.org/collection/works/187093,http://www.moma.org/media/W1siZiIsIjMxMjY4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e7b3befb24a55cbc
Aproximación del principio de incertidumbre a un proyecto poético,Juan Luis Martinez,45651,Chilean,Male,2010,Illustrated Book,Drawings & Prints,187104,http://www.moma.org/collection/works/187104,http://www.moma.org/media/W1siZiIsIjMwOTQxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6ade8132eb174eee
El poeta anonimo (o el eterno presented de Juan Luis Martinez),Juan Luis Martinez,45651,Chilean,Male,2012,Illustrated Book,Drawings & Prints,187105,http://www.moma.org/collection/works/187105,http://www.moma.org/media/W1siZiIsIjMxMjY4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5f58e3e8ea6e0664
Five Point One Surround,Jennie C. Jones,46663,American,Female,2014,Print,Drawings & Prints,187110,http://www.moma.org/collection/works/187110,
"Homes, Including My Own",Julia Rommel,46664,American,Female,2014,Print,Drawings & Prints,187111,http://www.moma.org/collection/works/187111,http://www.moma.org/media/W1siZiIsIjMzNzI1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9dff68b17f993f69
Parkett no. 93,Valentin Carron,42620,Swiss,Male,2013,Periodical,Drawings & Prints,187112,http://www.moma.org/collection/works/187112,http://www.moma.org/media/W1siZiIsIjMxOTA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=281b0b8a6fd15ffb
Parkett no. 93,Adrián Villar Rojas,42576,Argentine,Male,2013,Periodical,Drawings & Prints,187112,http://www.moma.org/collection/works/187112,http://www.moma.org/media/W1siZiIsIjMxOTA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=281b0b8a6fd15ffb
Parkett no. 93,Frances Stark,28820,American,Female,2013,Periodical,Drawings & Prints,187112,http://www.moma.org/collection/works/187112,http://www.moma.org/media/W1siZiIsIjMxOTA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=281b0b8a6fd15ffb
Parkett no. 93,Danh Vo,38141,Danish,Male,2013,Periodical,Drawings & Prints,187112,http://www.moma.org/collection/works/187112,http://www.moma.org/media/W1siZiIsIjMxOTA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=281b0b8a6fd15ffb
"Palácio do Planalto, Brasília DF, Brazil",Leonardo Finotti,45542,Brazilian,Male,2007,Architecture,Architecture & Design,187113,http://www.moma.org/collection/works/187113,http://www.moma.org/media/W1siZiIsIjM4MTk5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88bf8a8918ae8111
"Palácio do Planalto, Brasília DF, Brazil",Oscar Niemeyer,8103,Brazilian,Male,2007,Architecture,Architecture & Design,187113,http://www.moma.org/collection/works/187113,http://www.moma.org/media/W1siZiIsIjM4MTk5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88bf8a8918ae8111
"Supremo Tribunal Federal (STF), Brasília DF, Brazil",Leonardo Finotti,45542,Brazilian,Male,2007,Architecture,Architecture & Design,187114,http://www.moma.org/collection/works/187114,http://www.moma.org/media/W1siZiIsIjM4MjAwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3599db59fca35290
"Supremo Tribunal Federal (STF), Brasília DF, Brazil",Oscar Niemeyer,8103,Brazilian,Male,2007,Architecture,Architecture & Design,187114,http://www.moma.org/collection/works/187114,http://www.moma.org/media/W1siZiIsIjM4MjAwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3599db59fca35290
Wall Poem,Paul Sharits,34459,American,Male,1966,Multiple,Fluxus Collection,187129,,
"Unrolling Event, Gallery A, Amsterdam",Paul Sharits,34459,American,Male,1977,Photograph,Fluxus Collection,187130,,
Identity (Flux Performance),Paul Sharits,34459,American,Male,1965,Photograph,Fluxus Collection,187133,,
"Blow Up Screen, performed in Bloomington, Indiana",Paul Sharits,34459,American,Male,1966,Photograph,Fluxus Collection,187134,,
"Unrolling Screen Event, performed at ID Coffeehouse, St. Cloud, Minnesota",Paul Sharits,34459,American,Male,1966,Photograph,Fluxus Collection,187136,,
"Flux Crime, Bloomington, Indiana",Paul Sharits,34459,American,Male,1969,Photograph,Fluxus Collection,187137,,
NIGHT AIR JULY 3 NIGHT 1964,Yoko Ono,4410,American,Female,1964,Multiple,Drawings & Prints,187149,http://www.moma.org/collection/works/187149,http://www.moma.org/media/W1siZiIsIjMwMTQxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=998ddf59e7f71333
Julie's Rug,Sadie Benning,34902,American,Non-Binary,2014,Sculpture,Painting & Sculpture,187158,http://www.moma.org/collection/works/187158,http://www.moma.org/media/W1siZiIsIjMyMTg5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7592256c9f6afc54
Untitled (Pearls),Sergej Jensen,35251,Danish,Male,2008,Painting,Painting & Sculpture,187159,http://www.moma.org/collection/works/187159,http://www.moma.org/media/W1siZiIsIjMyMzE4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0e0ffd5f1218831d
Kinematics App,Jessica Rosenkrantz,46741,American,Female,2013,Design,Architecture & Design,187168,http://www.moma.org/collection/works/187168,
Kinematics App,Jesse Louis-Rosenberg,46742,American,Male,2013,Design,Architecture & Design,187168,http://www.moma.org/collection/works/187168,
Straight Lines in Four Directions & All Their Possible Combinations,Sol LeWitt,3528,American,Male,1973,Print,Drawings & Prints,187201,http://www.moma.org/collection/works/187201,http://www.moma.org/media/W1siZiIsIjMyMDQwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1449cf617d75a305
Rooftop City,Saul Steinberg,5627,American,Male,1954,Photograph,Photography,187206,http://www.moma.org/collection/works/187206,http://www.moma.org/media/W1siZiIsIjMxNDYzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef2890d5a445bd4a
"Two-Family Houses in Bethlehem, Pennsylvania",Walker Evans,1777,American,Male,1935,Photograph,Photography,187237,http://www.moma.org/collection/works/187237,http://www.moma.org/media/W1siZiIsIjMxNzY3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8cec76ebd35d87a
"New Bedford, Massachusetts",Walker Evans,1777,American,Male,1931,Photograph,Photography,187238,http://www.moma.org/collection/works/187238,http://www.moma.org/media/W1siZiIsIjM5NzczNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1afe463c548c5d1
"Bowery Lunchroom, New York",Walker Evans,1777,American,Male,1933,Photograph,Photography,187240,http://www.moma.org/collection/works/187240,http://www.moma.org/media/W1siZiIsIjM4MjY4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=23be123a7df94047
"Fulton Market Area, New York",Walker Evans,1777,American,Male,1933,Photograph,Photography,187242,http://www.moma.org/collection/works/187242,http://www.moma.org/media/W1siZiIsIjM5NzczOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7fee7cb938340079
"Fireplace, Tenant Farmhouse, Hale County, Alabama",Walker Evans,1777,American,Male,1936,Photograph,Photography,187247,http://www.moma.org/collection/works/187247,http://www.moma.org/media/W1siZiIsIjM5Nzc1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6a6e44081f8f14d0
"School with Separate Bell, Alabama",Walker Evans,1777,American,Male,1936,Photograph,Photography,187254,http://www.moma.org/collection/works/187254,http://www.moma.org/media/W1siZiIsIjM5Nzc1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=44127f995fe3571a
"Child's Grave, Hale County, Alabama",Walker Evans,1777,American,Male,1936,Photograph,Photography,187256,http://www.moma.org/collection/works/187256,http://www.moma.org/media/W1siZiIsIjM4MjY5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=90ff089143f93282
"Tuscaloosa Wrecking Company, Alabama",Walker Evans,1777,American,Male,1936,Photograph,Photography,187257,http://www.moma.org/collection/works/187257,http://www.moma.org/media/W1siZiIsIjM5Nzc2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2a2489ece9745e0e
"Store Building, Vicksburg, Mississippi",Walker Evans,1777,American,Male,1936,Photograph,Photography,187258,http://www.moma.org/collection/works/187258,http://www.moma.org/media/W1siZiIsIjM5Nzc2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=82c93f806d512272
"Gas Station, Reedsville, West Virginia",Walker Evans,1777,American,Male,1935,Photograph,Photography,187261,http://www.moma.org/collection/works/187261,http://www.moma.org/media/W1siZiIsIjM5Nzc0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=df36fd085195f368
"Show Bill, Demopolis, Alabama",Walker Evans,1777,American,Male,1936,Photograph,Photography,187262,http://www.moma.org/collection/works/187262,http://www.moma.org/media/W1siZiIsIjM5Nzc2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a077c2904f12b7e6
"Coal Miner's House, Scott's Run, West Virginia",Walker Evans,1777,American,Male,1936,Photograph,Photography,187263,http://www.moma.org/collection/works/187263,http://www.moma.org/media/W1siZiIsIjM5Nzc1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8fcb08e07a1def00
"Star Pressing Club, Vicksburg, Mississippi",Walker Evans,1777,American,Male,1936,Photograph,Photography,187264,http://www.moma.org/collection/works/187264,http://www.moma.org/media/W1siZiIsIjM5Nzc2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aa3de6ee3bf41baa
"Bedroom Dresser, Shrimp Fisherman's House, Biloxi, Mississippi",Walker Evans,1777,American,Male,1945,Photograph,Photography,187267,http://www.moma.org/collection/works/187267,http://www.moma.org/media/W1siZiIsIjM5Nzc3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd0487a354eafa71
"Phillipsburg, New Jersey",Walker Evans,1777,American,Male,1935,Photograph,Photography,187269,http://www.moma.org/collection/works/187269,http://www.moma.org/media/W1siZiIsIjM5Nzc1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d1484be60115d8d
Cuban Dock Worker,Walker Evans,1777,American,Male,1933,Photograph,Photography,187286,http://www.moma.org/collection/works/187286,http://www.moma.org/media/W1siZiIsIjM5NzczOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9953664225238429
Squatter's Village,Walker Evans,1777,American,Male,1933,Photograph,Photography,187290,http://www.moma.org/collection/works/187290,http://www.moma.org/media/W1siZiIsIjMxNzY3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75ac7cc8d405cacc
"Palumbo Public Ice Fuel, New York",Walker Evans,1777,American,Male,1934,Photograph,Photography,187297,http://www.moma.org/collection/works/187297,http://www.moma.org/media/W1siZiIsIjMyNDIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0f536b34c74936f6
Untitled (wood),Walker Evans,1777,American,Male,1930,Photograph,Photography,187302,http://www.moma.org/collection/works/187302,http://www.moma.org/media/W1siZiIsIjMyNDIyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=145e5b82f2c72fd1
New Orleans Vicinity,Walker Evans,1777,American,Male,1935,Photograph,Photography,187308,http://www.moma.org/collection/works/187308,http://www.moma.org/media/W1siZiIsIjMyNDIyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d65165112d199971
Two Members of a Prison Work Gang (possibly Louisiana),Walker Evans,1777,American,Male,1935,Photograph,Photography,187310,http://www.moma.org/collection/works/187310,http://www.moma.org/media/W1siZiIsIjMyNDI3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=888b94c78bbadead
"Lucille Burroughs, Hale County, Alabama",Walker Evans,1777,American,Male,1936,Photograph,Photography,187327,http://www.moma.org/collection/works/187327,http://www.moma.org/media/W1siZiIsIjMyNDc1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a1a4c7238869fd6a
View in Negro Section of Vicksburg,Walker Evans,1777,American,Male,1936,Photograph,Photography,187331,http://www.moma.org/collection/works/187331,http://www.moma.org/media/W1siZiIsIjMyNDIyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=60bc71a73946d91c
"Kitchen with ""Avondale"" Stove",Walker Evans,1777,American,Male,1936,Photograph,Photography,187335,http://www.moma.org/collection/works/187335,http://www.moma.org/media/W1siZiIsIjM5Nzc1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8efc569a15e23dd
Truck and Sign,Walker Evans,1777,American,Male,1928,Photograph,Photography,187337,http://www.moma.org/collection/works/187337,http://www.moma.org/media/W1siZiIsIjMyNDI3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=24e070c13f1822cf
Havana Dock Worker,Walker Evans,1777,American,Male,1932,Photograph,Photography,187338,http://www.moma.org/collection/works/187338,http://www.moma.org/media/W1siZiIsIjM5NzczNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4bc08acae468c96
Squatters' Village,Walker Evans,1777,American,Male,1933,Photograph,Photography,187339,http://www.moma.org/collection/works/187339,http://www.moma.org/media/W1siZiIsIjM5Nzc0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce98e58c179a4522
"Walabout Market, Brooklyn",Walker Evans,1777,American,Male,1930,Photograph,Photography,187340,http://www.moma.org/collection/works/187340,http://www.moma.org/media/W1siZiIsIjMxOTc4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3d27307148eb513e
Bridgeport Street Portrait,Walker Evans,1777,American,Male,1941,Photograph,Photography,187341,http://www.moma.org/collection/works/187341,http://www.moma.org/media/W1siZiIsIjMxOTc4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=21fe67241506df9d
"Burlesque Theater, Chicago",Walker Evans,1777,American,Male,1946,Photograph,Photography,187343,http://www.moma.org/collection/works/187343,http://www.moma.org/media/W1siZiIsIjMxOTc4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=19589ec0abf94942
Winter Resorter,Walker Evans,1777,American,Male,1941,Photograph,Photography,187351,http://www.moma.org/collection/works/187351,http://www.moma.org/media/W1siZiIsIjMyNDIzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af7b74a7f097f9b5
Chicago Train Station,Walker Evans,1777,American,Male,1946,Photograph,Photography,187360,http://www.moma.org/collection/works/187360,http://www.moma.org/media/W1siZiIsIjMyNDI5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fba81fad91e63afe
"Fence with Painted Sign of Hand, Sandusky, Ohio",Walker Evans,1777,American,Male,1947,Photograph,Photography,187377,http://www.moma.org/collection/works/187377,http://www.moma.org/media/W1siZiIsIjMyNDIxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95c7ca6b6c75c6b9
Ben Shahn,Walker Evans,1777,American,Male,1930,Photograph,Photography,187380,http://www.moma.org/collection/works/187380,http://www.moma.org/media/W1siZiIsIjMyNDA5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0029cc7c3bb491c4
"Mary Frank, New York",Walker Evans,1777,American,Male,1957,Photograph,Photography,187381,http://www.moma.org/collection/works/187381,http://www.moma.org/media/W1siZiIsIjMyNDMxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4346c7f92873f9b0
Shoppers,Walker Evans,1777,American,Male,1947,Photograph,Photography,187383,http://www.moma.org/collection/works/187383,http://www.moma.org/media/W1siZiIsIjMyNDMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a6acdee63cf66ca7
Winter Resorters,Walker Evans,1777,American,Male,1941,Photograph,Photography,187384,http://www.moma.org/collection/works/187384,http://www.moma.org/media/W1siZiIsIjMyNDI3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=103426736154ca1d
Kathy Thinking,Lisa Yuskavage,7965,American,Female,2002,Print,Drawings & Prints,187400,http://www.moma.org/collection/works/187400,http://www.moma.org/media/W1siZiIsIjMxMzA1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1421ee7344db7f07
Serie KS-44,Thomas Hirschhorn,8276,Swiss,Male,2002,Drawing,Drawings & Prints,187403,http://www.moma.org/collection/works/187403,http://www.moma.org/media/W1siZiIsIjMxMTgxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=195555b9b65c65f0
Serie KS-10,Thomas Hirschhorn,8276,Swiss,Male,2002,Drawing,Drawings & Prints,187404,http://www.moma.org/collection/works/187404,http://www.moma.org/media/W1siZiIsIjMxMTgxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=87410b9eb1c81666
Serie KS-23,Thomas Hirschhorn,8276,Swiss,Male,2002,Drawing,Drawings & Prints,187405,http://www.moma.org/collection/works/187405,http://www.moma.org/media/W1siZiIsIjMxMTgxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=38ad7adf94e4c54f
Serie KS-27,Thomas Hirschhorn,8276,Swiss,Male,2002,Drawing,Drawings & Prints,187406,http://www.moma.org/collection/works/187406,http://www.moma.org/media/W1siZiIsIjMxMTgxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8dafd50a5bde431
Serie KS-34,Thomas Hirschhorn,8276,Swiss,Male,2002,Drawing,Drawings & Prints,187407,http://www.moma.org/collection/works/187407,http://www.moma.org/media/W1siZiIsIjMxMTgxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=26c4d211892ce653
Serie KS-9,Thomas Hirschhorn,8276,Swiss,Male,2002,Drawing,Drawings & Prints,187408,http://www.moma.org/collection/works/187408,http://www.moma.org/media/W1siZiIsIjMxMTgxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d410278bb98bd35
Expanding,Sue Williams,7494,American,Female,2002,Drawing,Drawings & Prints,187410,http://www.moma.org/collection/works/187410,http://www.moma.org/media/W1siZiIsIjMxMzA1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=20664b1e8da7aa2f
