Title,Artist,ConstituentID,Nationality,Gender,Date,Classification,Department,ObjectID,URL,ThumbnailURL
GOM Ashtray,Masayuki Kurokawa,3308,Japanese,Male,1973,Design,Architecture & Design,1192,http://www.moma.org/collection/works/1192,http://www.moma.org/media/W1siZiIsIjIzMDIzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c6109e0051308341
Cubo Ashtrays,Bruno Munari,4163,Italian,Male,1957,Design,Architecture & Design,1193,http://www.moma.org/collection/works/1193,http://www.moma.org/media/W1siZiIsIjIzMDI0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=23e438e65926d784
Design 2 Flatware,Don Wallance,6228,American,Male,1956,Design,Architecture & Design,1194,http://www.moma.org/collection/works/1194,http://www.moma.org/media/W1siZiIsIjIyODk1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d99fecce04604f4c
Pitcher,Koen De Winter,7212,Belgian,Male,1976,Design,Architecture & Design,1200,http://www.moma.org/collection/works/1200,http://www.moma.org/media/W1siZiIsIjIzMDI3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7339a2af241004cb
Pitcher and Creamer,Earl S. Tupper,5970,American,Male,1946,Design,Architecture & Design,1201,http://www.moma.org/collection/works/1201,http://www.moma.org/media/W1siZiIsIjIzMDI1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb597538b532e63e
Motocross Helmet (model MX-Pro),Michio Arai,8691,Japanese,Male,1985,Design,Architecture & Design,1212,http://www.moma.org/collection/works/1212,
Sound-Level Indicator (model SL-120),Henning Andreasen,177,Danish,Male,1978,Design,Architecture & Design,1256,http://www.moma.org/collection/works/1256,http://www.moma.org/media/W1siZiIsIjIxMjEzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d81a451fe04e207f
Folle 26 Stapler,Henning Andreasen,177,Danish,Male,1977,Design,Architecture & Design,1278,http://www.moma.org/collection/works/1278,http://www.moma.org/media/W1siZiIsIjIyNjU2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c4deb6527b1e697d
Telephone (model F78),Henning Andreasen,177,Danish,Male,1977,Design,Architecture & Design,1307,,
Cab Armchair,Mario Bellini,451,Italian,Male,1978,Design,Architecture & Design,1335,http://www.moma.org/collection/works/1335,http://www.moma.org/media/W1siZiIsIjIwOTk5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b3b0fc44bdad973e
Floor Lamp,Claus Bonderup,655,Danish,Male,1978,Design,Architecture & Design,1356,http://www.moma.org/collection/works/1356,http://www.moma.org/media/W1siZiIsIjYyMzM2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=787abcbf3d53d6ce
Floor Lamp,Torsten Thorup,7200,Danish,Male,1978,Design,Architecture & Design,1356,http://www.moma.org/collection/works/1356,http://www.moma.org/media/W1siZiIsIjYyMzM2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=787abcbf3d53d6ce
Spalter Electric Vacuum Cleaner,Achille Castiglioni,1028,Italian,Male,1956,Design,Architecture & Design,1367,http://www.moma.org/collection/works/1367,http://www.moma.org/media/W1siZiIsIjEyOTA1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=658d66cc6a66a991
Spalter Electric Vacuum Cleaner,Pier Giacomo Castiglioni,1029,Italian,Male,1956,Design,Architecture & Design,1367,http://www.moma.org/collection/works/1367,http://www.moma.org/media/W1siZiIsIjEyOTA1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=658d66cc6a66a991
Desk Lamp,Peter Hamburger,2478,American,Male,1972,Design,Architecture & Design,1377,http://www.moma.org/collection/works/1377,http://www.moma.org/media/W1siZiIsIjU2MzAyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2f2781ec8d5f63f9
Weaving,Moik Schiele,5216,Swiss,Female,1977,Design,Architecture & Design,1394,http://www.moma.org/collection/works/1394,http://www.moma.org/media/W1siZiIsIjI4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0bb9fc544c6e0aa0
Goblets,Josef Hoffmann,2694,Austrian,Male,1915,Design,Architecture & Design,1397,http://www.moma.org/collection/works/1397,http://www.moma.org/media/W1siZiIsIjI4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8191044bbfa6964d
Cadence,Emily Belding,7329,American,Female,1955,Design,Architecture & Design,1415,http://www.moma.org/collection/works/1415,http://www.moma.org/media/W1siZiIsIjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1fb8aa0c849cd656
Footed Vase,Josef Hoffmann,2694,Austrian,Male,1915,Design,Architecture & Design,1419,http://www.moma.org/collection/works/1419,http://www.moma.org/media/W1siZiIsIjIxMDAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7475b901609f410e
Rain Drapery Fabric,Alexander Girard,7333,American,Male,1953,Design,Architecture & Design,1438,http://www.moma.org/collection/works/1438,
Rain (furnishing fabric),Alexander Girard,7333,American,Male,1953,Design,Architecture & Design,1439,http://www.moma.org/collection/works/1439,
Beocenter 7000 Radio-Turntable-Cassette Combination,Jacob Jensen,2909,Danish,Male,1979,Design,Architecture & Design,1442,http://www.moma.org/collection/works/1442,http://www.moma.org/media/W1siZiIsIjIyNjY3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=596a272760cd4c35
Poker Table,Joe Colombo,1196,Italian,Male,1968,Design,Architecture & Design,1451,http://www.moma.org/collection/works/1451,http://www.moma.org/media/W1siZiIsIjE2Njg5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c33981223331d3a1
Disposable Foldable Razor,Giorgio Berretti,41144,Italian,Male,1975,Design,Architecture & Design,1473,,
Disposable Foldable Razors,Giorgio Berretti,41144,Italian,Male,1975,Design,Architecture & Design,1474,http://www.moma.org/collection/works/1474,http://www.moma.org/media/W1siZiIsIjYwNDYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=303afc3e9aed599c
Circles,Alexander Girard,7333,American,Male,1951,Design,Architecture & Design,1482,http://www.moma.org/collection/works/1482,http://www.moma.org/media/W1siZiIsIjQ0NDUzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=198bd3319cc9c526
Table (IN-50),Isamu Noguchi,4324,American,Male,1944,Design,Architecture & Design,1484,http://www.moma.org/collection/works/1484,
Is Stool,Marco Ferreri,7439,Italian,Male,1993,Design,Architecture & Design,1488,http://www.moma.org/collection/works/1488,http://www.moma.org/media/W1siZiIsIjIxMDAxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dcd6ac985b601f1a
Abacus (Furnishing fabric),Paul Rand,4809,American,Male,1946,Design,Architecture & Design,1494,http://www.moma.org/collection/works/1494,http://www.moma.org/media/W1siZiIsIjQyNDg0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=22ef8ce245f3fdd4
Teapot,Peter Behrens,438,German,Male,1901,Design,Architecture & Design,1501,http://www.moma.org/collection/works/1501,http://www.moma.org/media/W1siZiIsIjIyNjQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b4653eeb443338f8
Plate,Carl Walters,6234,American,Male,1937,Design,Architecture & Design,1502,http://www.moma.org/collection/works/1502,http://www.moma.org/media/W1siZiIsIjIyNjQ3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b3f0e83885609d0
Carna Folding Wheelchair,Kazuo Kawasaki,7440,Japanese,Male,1989,Design,Architecture & Design,1512,http://www.moma.org/collection/works/1512,http://www.moma.org/media/W1siZiIsIjIxMDAyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=842ebdff178810e6
Table Clock,Marianne Brandt,741,German,Female,1932,Design,Architecture & Design,1513,http://www.moma.org/collection/works/1513,http://www.moma.org/media/W1siZiIsIjIxMDAyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5aa0fd3b94f9b594
Belding Blocks (Casement cloth),Emily Belding,7329,American,Female,1954,Design,Architecture & Design,1516,http://www.moma.org/collection/works/1516,
Pack 2 Moped,Leopoldo Tartarini,5810,Italian,Male,1979,Design,Architecture & Design,1518,http://www.moma.org/collection/works/1518,http://www.moma.org/media/W1siZiIsIjE0MDY1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d61e3228230a8a12
Sake Pitcher and Cups,Makoto Komatsu,3207,Japanese,Male,1992,Design,Architecture & Design,1520,http://www.moma.org/collection/works/1520,http://www.moma.org/media/W1siZiIsIjQ1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4e71a2291036590
Stool (model B37),Marcel Breuer,769,American,Male,1932,Design,Architecture & Design,1521,http://www.moma.org/collection/works/1521,http://www.moma.org/media/W1siZiIsIjU5MDg1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b963e83d4febfba4
Uno sull'altro Stacking Shelves,Ugo La Pietra,7319,Italian,Male,1970,Design,Architecture & Design,1523,http://www.moma.org/collection/works/1523,
Border Riff #3 Sheer Fabric,Ross Littell,3570,American,Male,1948,Design,Architecture & Design,1525,http://www.moma.org/collection/works/1525,http://www.moma.org/media/W1siZiIsIjQyNTE0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=829de34eeb8518e2
Figure of Eight Chair,Ross Lovegrove,7441,British,Male,1993,Design,Architecture & Design,1529,http://www.moma.org/collection/works/1529,http://www.moma.org/media/W1siZiIsIjIyNjUwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=265a14553794b4f0
Spirale Ashtray (7690),Achille Castiglioni,1028,Italian,Male,1970,Design,Architecture & Design,1530,http://www.moma.org/collection/works/1530,http://www.moma.org/media/W1siZiIsIjIyNjUwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2960bf02ccff0dae
Dot Dash Dot sheer fabric,Herbert Bayer,399,American,Male,1952,Design,Architecture & Design,1534,http://www.moma.org/collection/works/1534,http://www.moma.org/media/W1siZiIsIjE2NTg0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=962b233c581e586d
"Clerestory windows from the Avery Coonley Playhouse, Riverside, IL",Frank Lloyd Wright,6459,American,Male,1912,Architecture,Architecture & Design,1536,http://www.moma.org/collection/works/1536,http://www.moma.org/media/W1siZiIsIjIyNjUxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dac7759e7e968b0b
Dry Mocha Spoon (94180/9),Achille Castiglioni,1028,Italian,Male,1981,Design,Architecture & Design,1544,http://www.moma.org/collection/works/1544,http://www.moma.org/media/W1siZiIsIjIxMDAyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d5a25c62aceed40e
Tea Infuser,Christian Dell,1484,German,Male,1924,Design,Architecture & Design,1553,http://www.moma.org/collection/works/1553,http://www.moma.org/media/W1siZiIsIjIyNjUxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8cda5bb2875b7fc4
Coffee Table,Alvar Aalto,34,Finnish,Male,1946,Design,Architecture & Design,1554,http://www.moma.org/collection/works/1554,
Infradito Nail Varnish Container,Maurizio Ficcadenti,7594,Italian,Male,1994,Design,Architecture & Design,1562,http://www.moma.org/collection/works/1562,http://www.moma.org/media/W1siZiIsIjIxMDAzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd8f8558851255fd
MR Armchair,Ludwig Mies van der Rohe,7166,American,Male,1927,Design,Architecture & Design,1563,http://www.moma.org/collection/works/1563,http://www.moma.org/media/W1siZiIsIjIyNjUxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5c441857ef7caa01
Multicolored Squares,Alexander Girard,7333,American,Male,1952,Design,Architecture & Design,1566,http://www.moma.org/collection/works/1566,http://www.moma.org/media/W1siZiIsIjE2NTg0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4d74a964db0f1fc0
Kilta Storage Container,Kaj Franck,1968,Finnish,Male,1948,Design,Architecture & Design,1572,http://www.moma.org/collection/works/1572,http://www.moma.org/media/W1siZiIsIjIyNjUxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fe180989aac0467b
Sheer Fabric Sample,Alexander Girard,7333,American,Male,1952,Design,Architecture & Design,1578,http://www.moma.org/collection/works/1578,http://www.moma.org/media/W1siZiIsIjQyMjYyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4fa47fe1893c6890
MR Side Chair,Ludwig Mies van der Rohe,7166,American,Male,1927,Design,Architecture & Design,1584,http://www.moma.org/collection/works/1584,http://www.moma.org/media/W1siZiIsIjIxMDA0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5376abb1418d27c3
Cassius (Casement cloth),Emily Belding,7329,American,Female,1954,Design,Architecture & Design,1589,http://www.moma.org/collection/works/1589,http://www.moma.org/media/W1siZiIsIjIwOTc1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8afbd3100765864c
Child's chair,Kristian Vedel,6117,Danish,Male,1957,Design,Architecture & Design,1593,http://www.moma.org/collection/works/1593,http://www.moma.org/media/W1siZiIsIjIyNjUyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=608304c606b92685
Pitcher 1621-100cl,Kaj Franck,1968,Finnish,Male,1953,Design,Architecture & Design,1594,http://www.moma.org/collection/works/1594,http://www.moma.org/media/W1siZiIsIjIxMDA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e839ee1a0f78466
Pythagoras Drapery Fabric,Sven Markelius,7342,Swedish,Male,1952,Design,Architecture & Design,1597,http://www.moma.org/collection/works/1597,http://www.moma.org/media/W1siZiIsIjE0MDYxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cec18a869fac6b9a
Handkerchief Chair,Massimo Vignelli,6155,Italian,Male,1985,Design,Architecture & Design,1601,http://www.moma.org/collection/works/1601,http://www.moma.org/media/W1siZiIsIjIyNjUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=375404ffcee266be
Handkerchief Chair,Lella Vignelli,7442,Italian,Female,1985,Design,Architecture & Design,1601,http://www.moma.org/collection/works/1601,http://www.moma.org/media/W1siZiIsIjIyNjUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=375404ffcee266be
Handkerchief Chair,David Law,7443,American,Male,1985,Design,Architecture & Design,1601,http://www.moma.org/collection/works/1601,http://www.moma.org/media/W1siZiIsIjIyNjUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=375404ffcee266be
Fan (model GB1),Peter Behrens,438,German,Male,1908,Design,Architecture & Design,1603,http://www.moma.org/collection/works/1603,http://www.moma.org/media/W1siZiIsIjIyNjUzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6ffbb042f973265e
Ovals #2 textile (Drapery fabric),Joel Robinson,7348,American,Male,1954,Design,Architecture & Design,1607,http://www.moma.org/collection/works/1607,http://www.moma.org/media/W1siZiIsIjQ0ODk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b314d9fa599f97c3
Waterspout 4 Vase,Toots Zynsky,6593,American,Female,1994,Design,Architecture & Design,1610,http://www.moma.org/collection/works/1610,http://www.moma.org/media/W1siZiIsIjIxMDA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=864957799b53aec8
Chair Series 7 (3107),Arne Jacobsen,2869,Danish,Male,1952,Design,Architecture & Design,1611,http://www.moma.org/collection/works/1611,http://www.moma.org/media/W1siZiIsIjIyNjUzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ecbdac0a3fddd7b
Paper Vase,Kevin Dwyer,8411,American,Male,1989,Design,Architecture & Design,1612,http://www.moma.org/collection/works/1612,http://www.moma.org/media/W1siZiIsIjIyNjUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8ef31d690f8311a7
Triad,Eszter Haraszty,7336,American,Female,1951,Design,Architecture & Design,1615,http://www.moma.org/collection/works/1615,http://www.moma.org/media/W1siZiIsIjIwMDc5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2e39a654f7276e7b
Mind Expander / Flyhead Helmet,Günter Zamp Kelp,8413,Austrian,Male,1968,Design,Architecture & Design,1621,http://www.moma.org/collection/works/1621,http://www.moma.org/media/W1siZiIsIjQyMDk5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8397a79d6a22c66f
Mind Expander / Flyhead Helmet,Laurids Ortner,7561,Austrian,Male,1968,Design,Architecture & Design,1621,http://www.moma.org/collection/works/1621,http://www.moma.org/media/W1siZiIsIjQyMDk5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8397a79d6a22c66f
Mind Expander / Flyhead Helmet,Manfred Ortner,7562,Austrian,Male,1968,Design,Architecture & Design,1621,http://www.moma.org/collection/works/1621,http://www.moma.org/media/W1siZiIsIjQyMDk5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8397a79d6a22c66f
Mind Expander / Flyhead Helmet,Klaus Pinter,8414,Austrian,Male,1968,Design,Architecture & Design,1621,http://www.moma.org/collection/works/1621,http://www.moma.org/media/W1siZiIsIjQyMDk5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8397a79d6a22c66f
Biscuit Jar No.4505,Hugo Leven,3506,German,Male,1902,Design,Architecture & Design,1626,http://www.moma.org/collection/works/1626,http://www.moma.org/media/W1siZiIsIjIyNjU0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb211e9e2a773687
PH Table Lamp,Poul Henningsen,7261,Danish,Male,1926,Design,Architecture & Design,1627,http://www.moma.org/collection/works/1627,http://www.moma.org/media/W1siZiIsIjU4MjU3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0ce96968bc5b8b11
Stone on Stone,Vera (Vera Neumann),7364,American,Female,1950,Design,Architecture & Design,1637,http://www.moma.org/collection/works/1637,http://www.moma.org/media/W1siZiIsIjM5MTE5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e6c0ef81f6911947
Eclisse Table Lamp,Vico Magistretti,3688,Italian,Male,1966,Design,Architecture & Design,1640,http://www.moma.org/collection/works/1640,http://www.moma.org/media/W1siZiIsIjY2NjUyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=22046fc8f47d4312
Sandows Chair,René Herbst,7467,French,Male,1928,Design,Architecture & Design,1641,http://www.moma.org/collection/works/1641,http://www.moma.org/media/W1siZiIsIjIyNjU1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80a3077b6324099f
Trapeze,Gretl Wollner,7365,Austrian,Female,1955,Design,Architecture & Design,1658,http://www.moma.org/collection/works/1658,http://www.moma.org/media/W1siZiIsIjI4MDM2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=917e58ce8fedef54
Springforce Hook,Bent Hedegaard Nobert,7598,Danish,Male,1994,Design,Architecture & Design,1662,http://www.moma.org/collection/works/1662,http://www.moma.org/media/W1siZiIsIjIyNjU1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a3216a4b8ac4ed1c
Jason Chair,Carl Jacobs,8415,Danish,Male,1950,Design,Architecture & Design,1663,http://www.moma.org/collection/works/1663,http://www.moma.org/media/W1siZiIsIjIyNjU2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7254dbcb4481dce
Nesting Tables,Josef Frank,1971,Swedish,Male,1933,Design,Architecture & Design,1664,http://www.moma.org/collection/works/1664,http://www.moma.org/media/W1siZiIsIjIyNjU1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9aad2033aca20b45
Banda,Angelo Testa,7357,American,Male,1949,Design,Architecture & Design,1667,http://www.moma.org/collection/works/1667,http://www.moma.org/media/W1siZiIsIjcwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1bf310bbb083a264
Ona Coatrack,Montse Padrós i Marqués,7599,Spanish,Male,1992,Design,Architecture & Design,1672,http://www.moma.org/collection/works/1672,http://www.moma.org/media/W1siZiIsIjIyNjU1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e06e3b62acc814c3
Ona Coatrack,Carlos Riart,7600,Spanish,Male,1992,Design,Architecture & Design,1672,http://www.moma.org/collection/works/1672,http://www.moma.org/media/W1siZiIsIjIyNjU1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e06e3b62acc814c3
Block Lamp,Harri Koskinen,8417,Finnish,Male,1996,Design,Architecture & Design,1673,http://www.moma.org/collection/works/1673,http://www.moma.org/media/W1siZiIsIjIyNjU3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=11212882faa2d6e5
Side Chair,Josef Frank,1971,Swedish,Male,1933,Design,Architecture & Design,1674,http://www.moma.org/collection/works/1674,http://www.moma.org/media/W1siZiIsIjIyNjU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e05f74933722f7d
Easy Edges Body Contour Rocker,Frank O. Gehry,2108,American,Male,1971,Design,Architecture & Design,1676,http://www.moma.org/collection/works/1676,http://www.moma.org/media/W1siZiIsIjIyOTEwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7950e2507bb26f19
Tracy Sheer Fabric,Eszter Haraszty,7336,American,Female,1952,Design,Architecture & Design,1677,http://www.moma.org/collection/works/1677,http://www.moma.org/media/W1siZiIsIjI4NDYwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=907787574327ca47
Constanzina Table Lamp (D13pi),Paolo Rizzatto,7592,Italian,Male,1992,Design,Architecture & Design,1681,http://www.moma.org/collection/works/1681,http://www.moma.org/media/W1siZiIsIjIyNjU3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=67325a053a958cb0
